"CO","tin_oxide","hydrocarbons","benzene","titania","NOx","tungsten_oxide","NO2_avg","tungsten_oxide2","indium_oxide","temp_C","rel_hum","abs_hum"
0.873913043478261,934.29347826087,49.2608695652174,2.38156967060194,601.282608695652,63.9565217391304,1372.73913043478,66.1304347826087,1224.32608695652,467.402173913043,12.0999999979268,53.8478262113487,0.748697181816728
2.12608695652174,1121.42391304348,249.391304347826,9.75657480214083,929.217391304348,144.652173913043,967.271739130435,93.9565217391304,1556.32608695652,966.119565217391,13.1684782194055,52.6152173747187,0.781122449368424
3.40434782608696,1345.41666666667,359.782608695652,13.800545439817,1087.73188405797,203.913043478261,745.981884057971,113.695652173913,1810.60869565217,1240.77173913043,14.1503622842872,69.3771741839422,1.10279399279099
2.13636363636364,1263.85984848485,242.5,10.970962882487,996.598484848485,118.863636363636,827.969696969697,93.1818181818182,1686.75,1129.18560606061,20.4265152252082,48.2268936923057,1.09120682748755
1.24090909090909,920.352272727273,102.272727272727,4.247967196361,701.034090909091,69.9090909090909,1271.05681818182,65,1269.54545454545,518.511363636364,15.8988636515358,39.9454546841708,0.691918991340861
1.55,974.897727272727,131.818181818182,6.26534079135842,806.931818181818,90.5,1085.86363636364,80.0454545454545,1391.48863636364,680.079545454545,17.0522727424449,38.0909091559323,0.727300764256687
2.30454545454545,1146.40909090909,253.363636363636,12.1643307277246,1022.06818181818,131.636363636364,909.613636363636,96.6818181818182,1610.28409090909,995.329545454545,21.1272727576168,34.4363634152846,0.814849840618011
2.92272727272727,1330.82954545455,397.5,16.3383697155361,1155.77272727273,163.909090909091,756.863636363636,115.136363636364,1824.76136363636,1348.23863636364,21.6954545541243,41.5238635756754,1.0183167640691
3.25454545454545,1361.48484848485,377.045454545455,17.4614412447325,1189.10606060606,189.954545454545,721.125,107.909090909091,1917.53787878788,1420.67045454545,19.261742440137,50.1856062051021,1.06918374582536
3.05909090909091,1356.78409090909,279.272727272727,15.054436933929,1136.84090909091,181.090909090909,708.909090909091,105.772727272727,1947.86363636364,1339.61363636364,18.2124999978325,65.5340911258351,1.34335446645149
